concessionaria;ano_do_pnv_snv;uf;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final;br
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;0.0;-21.222617;-41.309502;2.14;-21.236872;-41.320867;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;2.39;-21.2384;-41.322779;2.69;-21.240198;-41.324886;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;3.16;-21.244189;-41.326372;4.31;-21.254272;-41.325014;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;4.46;-21.255628;-41.324991;4.94;-21.25959;-41.326216;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;5.18;-21.26161;-41.326905;5.74;-21.266604;-41.327362;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;5.98;-21.268737;-41.326916;6.22;-21.270977;-41.326445;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;6.44;-21.272957;-41.326591;8.89;-21.292058;-41.31867;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;9.49;-21.297432;-41.318487;13.66;-21.330326;-41.331091;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;13.78;-21.331329;-41.331534;18.54;-21.37109;-41.339493;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;18.88;-21.37335;-41.341728;19.42;-21.377101;-41.343269;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;19.68;-21.379312;-41.342431;25.5;-21.428407;-41.346112;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;25.82;-21.430578;-41.344064;26.64;-21.43756;-41.34325;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;26.82;-21.439168;-41.343027;28.84;-21.457047;-41.342732;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;29.76;-21.464648;-41.339026;31.71;-21.479994;-41.339051;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;32.18;-21.484197;-41.339953;32.62;-21.488097;-41.340724;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;32.88;-21.490312;-41.34154;34.82;-21.506799;-41.337412;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;35.04;-21.508554;-41.336494;36.04;-21.517045;-41.33364;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;36.81;-21.5236;-41.336045;37.08;-21.525917;-41.337057;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;37.98;-21.533384;-41.340455;39.36;-21.544815;-41.339355;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;39.78;-21.547888;-41.336985;40.99;-21.555608;-41.328795;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;41.84;-21.562154;-41.324639;42.34;-21.566494;-41.323908;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;43.98;-21.580813;-41.320752;45.0;-21.589261;-41.316964;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;45.84;-21.596824;-41.316802;47.02;-21.607611;-41.316566;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;47.5;-21.611914;-41.315993;47.9;-21.615499;-41.315503;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;48.12;-21.617422;-41.315227;48.59;-21.621631;-41.314651;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;49.61;-21.630815;-41.313414;49.9;-21.633502;-41.313027;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;50.32;-21.636687;-41.312582;50.89;-21.641787;-41.311876;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;51.26;-21.645047;-41.311482;52.12;-21.652601;-41.311325;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;52.44;-21.655479;-41.311262;53.39;-21.664073;-41.311331;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;53.89;-21.668589;-41.311185;54.4;-21.673345;-41.311018;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;55.46;-21.682866;-41.310901;56.02;-21.689383;-41.310396;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;56.58;-21.692998;-41.310295;56.79;-21.694892;-41.31024;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;57.3;-21.699443;-41.310115;67.66;-21.770686;-41.354873;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;68.16;-21.772859;-41.359015;69.68;-21.78009;-41.37191;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;70.1;-21.782145;-41.375355;71.54;-21.789614;-41.386303;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;71.86;-21.791718;-41.388429;73.2;-21.80207;-41.395644;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;73.46;-21.804276;-41.39652;76.2;-21.825973;-41.404606;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;76.4;-21.827017;-41.40611;77.04;-21.830768;-41.41148;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;77.54;-21.833446;-41.415379;80.54;-21.833377;-41.442626;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;81.4;-21.831358;-41.450688;84.48;-21.821433;-41.474395;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;144.64;-22.217576;-41.757967;147.5;-22.23127;-41.779854;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;147.72;-22.231948;-41.782036;150.895;-22.24454;-41.806545;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;151.33;-22.24712;-41.809838;153.64;-22.25401;-41.830287;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;153.8;-22.25493;-41.831706;156.495;-22.265206;-41.854225;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;156.78;-22.266081;-41.856833;157.31;-22.267602;-41.861395;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;157.51;-22.268238;-41.863301;158.375;-22.272083;-41.86999;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;158.84;-22.276095;-41.871879;159.21;-22.279073;-41.873066;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;161.125;-22.29458;-41.87975;161.34;-22.296383;-41.88052;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;161.575;-22.298364;-41.881374;162.73;-22.306487;-41.887556;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;162.96;-22.308028;-41.88934;163.245;-22.31004;-41.891387;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;163.59;-22.312265;-41.893769;163.835;-22.313821;-41.895417;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;164.11;-22.315668;-41.897378;164.825;-22.320511;-41.901923;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;165.37;-22.323567;-41.906491;166.735;-22.332704;-41.9144;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;167.035;-22.335264;-41.91566;167.51;-22.339246;-41.917216;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;167.75;-22.341442;-41.917111;169.31;-22.352359;-41.922976;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;169.92;-22.354708;-41.928275;171.89;-22.367342;-41.94188;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;172.1;-22.367483;-41.943864;172.68;-22.368957;-41.949193;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;173.14;-22.371611;-41.952591;175.33;-22.380321;-41.971047;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;175.45;-22.381104;-41.971903;176.025;-22.384169;-41.976267;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;176.485;-22.384863;-41.980691;177.44;-22.38949;-41.98808;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;177.85;-22.391247;-41.991867;181.13;-22.417457;-42.00135;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;181.96;-22.42261;-42.00719;182.32;-22.42485;-42.009903;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;182.98;-22.426493;-42.016064;187.125;-22.443714;-42.047576;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;187.89;-22.448957;-42.052368;190.34;-22.464896;-42.068514;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;205.22;-22.475626;-42.190747;207.77;-22.478294;-42.214924;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;208.245;-22.480171;-42.219101;208.77;-22.482031;-42.223813;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Crescente;Sul;Ativo;;215.675;-22.50665;-42.277781;217.96;-22.506834;-42.297848;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;2.4;-21.23854;-41.322814;0.0;-21.222617;-41.309502;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;3.24;-21.244988;-41.326254;2.69;-21.240148;-41.324861;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;4.48;-21.255809;-41.324987;3.34;-21.245814;-41.326388;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;5.32;-21.262857;-41.32724;4.68;-21.257604;-41.324964;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;5.97;-21.268634;-41.326847;5.46;-21.264101;-41.327431;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;6.43;-21.273074;-41.326544;6.2;-21.27083;-41.326464;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;9.16;-21.294581;-41.318523;6.7;-21.275278;-41.326341;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;11.25;-21.310429;-41.325293;9.66;-21.29931;-41.318446;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;18.66;-21.371251;-41.33964;11.59;-21.313089;-41.32503;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;19.64;-21.378977;-41.342555;19.12;-21.374524;-41.342821;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;25.72;-21.429888;-41.3447;19.86;-21.380848;-41.34185;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;26.85;-21.439529;-41.342974;25.96;-21.431515;-41.343158;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;29.24;-21.460392;-41.341153;27.28;-21.44305;-41.342765;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;31.92;-21.481838;-41.339532;29.98;-21.46642;-41.338088;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;32.9;-21.490489;-41.341617;32.46;-21.486673;-41.340451;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;35.04;-21.508554;-41.336494;33.06;-21.491823;-41.342146;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;36.3;-21.519335;-41.334154;35.5;-21.512264;-41.334433;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;37.46;-21.529075;-41.338465;37.18;-21.526757;-41.337404;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;37.7;-21.531094;-41.339323;37.58;-21.530095;-41.33888;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;39.58;-21.54651;-41.338251;38.18;-21.534907;-41.341262;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;41.38;-21.558369;-41.326458;40.0;-21.549497;-41.335277;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;43.56;-21.577556;-41.322769;42.1;-21.56434;-41.324128;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;45.353;-21.592105;-41.316589;44.1;-21.581671;-41.320007;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;47.2;-21.60948;-41.316241;46.26;-21.600705;-41.316937;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;48.16;-21.61778;-41.315181;47.78;-21.614423;-41.315638;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;48.82;-21.623475;-41.31429;48.38;-21.619755;-41.314932;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;50.29;-21.635973;-41.312577;50.0;-21.633817;-41.312985;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;51.12;-21.643785;-41.311595;50.52;-21.638473;-41.312337;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;52.32;-21.654407;-41.311292;51.58;-21.647932;-41.311415;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;53.66;-21.666512;-41.311255;52.78;-21.65856;-41.311206;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;54.66;-21.675695;-41.310931;54.18;-21.671355;-41.311092;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;56.45;-21.691554;-41.31034;55.7;-21.685211;-41.310983;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;57.08;-21.697274;-41.310171;56.8;-21.694981;-41.310233;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;67.88;-21.771665;-41.356726;57.5;-21.701247;-41.31006;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;69.88;-21.781066;-41.373535;68.44;-21.774095;-41.361379;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;71.03;-21.786494;-41.382704;70.34;-21.783301;-41.377321;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;73.4;-21.803774;-41.39632;72.01;-21.794521;-41.391124;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;76.4;-21.827159;-41.406102;73.7;-21.80632;-41.397265;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;77.25;-21.831901;-41.413114;76.61;-21.828216;-41.407757;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;80.98;-21.832347;-41.446743;77.96;-21.835257;-41.418907;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;84.5;-21.821611;-41.473874;81.6;-21.830898;-41.452562;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;147.68;-22.231678;-41.78097;144.64;-22.217576;-41.757967;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;151.18;-22.246107;-41.80863;148.0;-22.23262;-41.784412;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;153.83;-22.255052;-41.831652;151.575;-22.248516;-41.811574;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;156.78;-22.266081;-41.856833;154.0;-22.256153;-41.833;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;157.551;-22.268325;-41.863426;156.935;-22.266546;-41.858253;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;158.7;-22.276365;-41.871887;157.77;-22.269042;-41.865562;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;159.48;-22.280181;-41.87347;158.9;-22.276365;-41.871887;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;161.575;-22.298364;-41.881374;161.125;-22.29458;-41.87975;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;162.95;-22.308176;-41.889315;161.85;-22.300642;-41.882358;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;163.6;-22.312396;-41.893789;163.245;-22.31004;-41.891387;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;164.11;-22.315848;-41.897491;163.835;-22.313821;-41.895417;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;165.11;-22.322098;-41.904115;164.31;-22.317003;-41.898631;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;166.735;-22.332704;-41.9144;165.61;-22.324668;-41.90793;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;167.75;-22.341442;-41.917111;167.32;-22.337588;-41.916806;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;169.31;-22.352359;-41.922976;168.0;-22.34357;-41.916939;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;172.1;-22.367483;-41.943864;169.92;-22.354708;-41.928275;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;172.91;-22.37007;-41.950642;172.28;-22.36763;-41.945634;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;175.46;-22.3812;-41.971964;173.4;-22.373106;-41.954682;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;176.25;-22.384749;-41.979489;175.755;-22.383015;-41.974001;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;177.75;-22.390699;-41.9904;176.69;-22.385209;-41.982596;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;181.76;-22.419566;-42.003493;178.0;-22.392296;-41.993776;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;182.61;-22.425395;-42.011824;182.09;-22.42358;-42.008169;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;187.375;-22.445382;-42.049169;183.265;-22.427419;-42.018581;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;190.34;-22.464896;-42.068514;188.13;-22.450632;-42.053726;101
AUTOPISTA FLUMINENSE;2019;RJ;Principal;Decrescente;Norte;Ativo;;208.05;-22.479497;-42.217484;205.22;-22.475626;-42.190747;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;82.52;-26.617806;-48.719036;82.82;-26.620298;-48.717941;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;129.3;-26.98197;-48.676491;129.43;-26.982299;-48.675179;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;129.705;-26.983237;-48.672624;130.685;-26.988423;-48.665126;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;131.105;-26.991535;-48.662703;131.97;-26.99656;-48.656108;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;136.535;-27.012006;-48.614195;138.63;-27.029186;-48.605279;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;188.26;-27.453263;-48.635195;188.585;-27.455797;-48.636768;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;192.24;-27.486272;-48.648872;192.365;-27.486792;-48.649897;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;219.44;-27.689188;-48.665384;220.7;-27.699872;-48.660672;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;227.525;-27.755195;-48.633358;229.0;-27.767631;-48.631789;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Crescente;Sul;Ativo;;238.05;-27.844496;-48.635931;238.25;-27.846073;-48.63678;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;238.26;-27.846457;-48.636142;237.46;-27.839765;-48.632861;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;229.0;-27.768084;-48.631071;227.35;-27.753434;-48.632881;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;220.7;-27.699788;-48.660501;220.25;-27.695631;-48.661852;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;218.385;-27.680066;-48.66852;218.015;-27.676953;-48.669811;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;192.36;-27.487186;-48.649637;192.19;-27.486182;-48.648221;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;188.895;-27.458403;-48.637987;187.74;-27.449413;-48.632224;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;179.6;-27.378528;-48.630573;179.425;-27.376819;-48.631189;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;163.99;-27.241197;-48.630516;163.64;-27.238022;-48.63008;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;156.15;-27.173063;-48.611449;154.93;-27.16226;-48.609087;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;142.69;-27.061715;-48.595941;142.441;-27.05728;-48.598014;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;136.52;-27.011959;-48.614436;136.4;-27.010129;-48.613148;101
AUTOPISTA LITORAL SUL;2009;SC;Marginal;Decrescente;Norte;Ativo;;10.44;-26.066998;-48.86119;10.35;-26.065994;-48.85784;101
AUTOPISTA LITORAL SUL;2009;PR;Marginal;Crescente;Oeste;Ativo;;91.48;-25.501322;-49.120848;91.675;-25.502737;-49.121968;116
AUTOPISTA LITORAL SUL;2009;PR;Marginal;Crescente;Oeste;Ativo;;92.26;-25.507186;-49.125339;92.45;-25.5083;-49.126145;116
AUTOPISTA LITORAL SUL;2009;PR;Marginal;Crescente;Oeste;Ativo;;91.876;-25.50418;-49.123184;91.676;-25.503006;-49.12226;116
AUTOPISTA LITORAL SUL;2009;PR;Marginal;Crescente;Oeste;Ativo;;91.32;-25.500129;-49.119917;91.14;-25.498787;-49.118926;116
AUTOPISTA LITORAL SUL;2009;PR;Marginal;Decrescente;Leste;Ativo;;93.73;-25.518908;-49.133046;93.6;-25.517648;-49.132169;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;143.94;-25.798089;-49.329314;144.29;-25.80099;-49.32946;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;144.75;-25.805923;-49.327414;149.24;-25.83975;-49.34423;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;149.6;-25.84196;-49.3469;150.26;-25.84566;-49.3512;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;150.47;-25.846908;-49.352726;151.61;-25.85575;-49.35866;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;151.85;-25.857498;-49.35954;155.43;-25.8652;-49.3868;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;155.8;-25.8646;-49.39062;156.06;-25.86433;-49.39296;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;156.45;-25.86357;-49.39689;162.315;-25.86661;-49.45181;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;162.64;-25.868166;-49.454503;162.975;-25.86967;-49.4573;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;163.35;-25.871381;-49.460732;165.34;-25.87419;-49.47917;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;165.54;-25.874619;-49.48112;168.87;-25.88727;-49.50999;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;169.68;-25.89018;-49.51733;171.12;-25.8933;-49.52968;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;171.35;-25.892184;-49.531656;171.84;-25.89149;-49.53618;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;172.13;-25.892229;-49.538869;172.51;-25.89346;-49.5426;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;172.9;-25.89466;-49.54594;173.67;-25.89747;-49.55301;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;173.9;-25.898325;-49.555417;174.94;-25.90101;-49.56469;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;175.2;-25.902235;-49.567245;175.415;-25.90312;-49.56917;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;175.85;-25.905298;-49.572573;176.66;-25.90799;-49.58012;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;177.1;-25.908837;-49.584323;178.22;-25.91192;-49.59432;116
AUTOPISTA PLANALTO SUL;2017;PR;Principal;Crescente;Sul;Ativo;;178.7;-25.914991;-49.598166;181.49;-25.92351;-49.62152;116
