concessionaria;ano_do_pnv_snv;uf;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final;br
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Norte;Ativo;;178.12;-14.6601;-49.1571;179.66;-14.646;-49.1696;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Norte;Ativo;;179.67;-14.646;-49.1696;180.98;-14.6358;-49.176;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;94.3;-15.2086;-48.6989;95.16;-15.2076;-48.7079;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;95.4;-15.2073;-48.7102;95.85;-15.2068;-48.7143;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;96.45;-15.2061;-48.7199;96.81;-15.2058;-48.7232;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;98.86;-15.2035;-48.7422;99.27;-15.203;-48.7459;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;100.2;-15.202;-48.7546;100.88;-15.1995;-48.7603;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;102.3;-15.1927;-48.7715;103.54;-15.186;-48.7809;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;103.88;-15.1842;-48.7834;104.2;-15.1824;-48.7857;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;104.49;-15.1808;-48.7879;106.24;-15.1684;-48.7972;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;107.51;-15.1578;-48.8018;110.29;-15.1418;-48.8214;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;110.55;-15.1402;-48.8232;111.66;-15.1336;-48.831;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;112.0;-15.1316;-48.8333;113.1;-15.1223;-48.8369;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;113.46;-15.1192;-48.8379;114.22;-15.1132;-48.8414;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;116.0;-15.1001;-48.8511;116.52;-15.096;-48.8533;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;116.8;-15.0937;-48.8544;118.21;-15.0828;-48.861;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;121.65;-15.0573;-48.8794;123.22;-15.046;-48.8881;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;125.23;-15.0289;-48.8943;125.39;-15.0275;-48.8948;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;126.37;-15.0193;-48.8979;126.71;-15.0164;-48.8989;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;128.16;-15.0042;-48.9034;131.77;-14.9837;-48.9252;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;132.73;-14.977;-48.9297;133.28;-14.9718;-48.9303;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;133.52;-14.9696;-48.9306;134.55;-14.9603;-48.9316;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;135.39;-14.9527;-48.9324;136.1;-14.9469;-48.9349;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;136.92;-14.9406;-48.9389;139.29;-14.9243;-48.9498;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;139.88;-14.9193;-48.9517;140.61;-14.9136;-48.955;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;141.43;-14.9075;-48.9595;142.46;-14.8999;-48.965;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;142.73;-14.8978;-48.9666;143.12;-14.8956;-48.9693;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;143.69;-14.8926;-48.9735;145.13;-14.8841;-48.9836;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;145.46;-14.8825;-48.9863;145.87;-14.8805;-48.9895;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;146.23;-14.8787;-48.9924;146.64;-14.8767;-48.9956;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;147.14;-14.8744;-48.9995;147.41;-14.873;-49.0016;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;147.69;-14.8717;-49.0038;147.8;-14.8712;-49.0047;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;148.2;-14.8692;-49.0078;149.62;-14.8624;-49.0184;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;150.38;-14.8568;-49.0224;150.73;-14.8539;-49.0238;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;152.24;-14.8416;-49.0295;152.45;-14.8398;-49.0304;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;153.06;-14.8347;-49.0327;153.7;-14.8294;-49.0352;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;155.56;-14.8142;-49.0423;156.16;-14.8091;-49.0446;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;156.99;-14.8023;-49.0478;157.41;-14.7988;-49.0494;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;158.48;-14.79;-49.0535;159.12;-14.7842;-49.0541;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;159.42;-14.7815;-49.0543;160.57;-14.7718;-49.0576;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;160.92;-14.7686;-49.0579;161.79;-14.7617;-49.0614;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;162.45;-14.7564;-49.0644;162.89;-14.7529;-49.0663;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;163.26;-14.75;-49.068;164.5;-14.739;-49.0693;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;164.77;-14.7365;-49.0692;165.92;-14.7278;-49.0746;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;167.14;-14.7197;-49.0823;167.65;-14.7167;-49.0858;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;167.89;-14.7154;-49.0876;168.19;-14.7137;-49.0899;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;172.38;-14.6912;-49.1211;173.34;-14.6855;-49.1279;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;173.64;-14.6835;-49.1297;173.94;-14.6814;-49.1316;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;174.67;-14.6765;-49.1361;175.28;-14.6727;-49.1402;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;175.86;-14.6695;-49.1445;176.22;-14.6675;-49.1472;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;176.58;-14.6656;-49.1498;176.86;-14.664;-49.1519;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;177.15;-14.6624;-49.154;177.6;-14.6601;-49.1571;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;177.89;-14.6585;-49.1592;179.42;-14.6479;-49.1685;080
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Decrescente;Sul;Ativo;;180.54;-14.6392;-49.1739;180.98;-14.6358;-49.176;080
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;625.11;-11.3191;-48.9444;625.44;-11.3219;-48.9455;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;626.21;-11.3284;-48.9481;626.7;-11.3326;-48.9497;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;627.12;-11.3361;-48.9511;628.57;-11.3482;-48.9558;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;628.92;-11.3513;-48.957;629.28;-11.3544;-48.9583;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;630.11;-11.3613;-48.961;630.43;-11.3641;-48.9621;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;632.13;-11.3786;-48.9677;632.51;-11.3818;-48.969;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;633.13;-11.3871;-48.9711;633.42;-11.3895;-48.972;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;633.67;-11.3916;-48.9728;633.92;-11.3937;-48.9737;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;634.9;-11.4023;-48.9764;635.99;-11.4119;-48.9787;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;636.26;-11.414;-48.9797;636.77;-11.4184;-48.9816;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;638.65;-11.4346;-48.9868;638.89;-11.4367;-48.9875;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;639.2;-11.4393;-48.9884;639.99;-11.4462;-48.9903;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;641.11;-11.4561;-48.9927;641.36;-11.4582;-48.9932;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;642.9;-11.4718;-48.9972;643.92;-11.4805;-49.0001;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;644.2;-11.483;-49.0009;644.48;-11.4854;-49.0017;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;644.9;-11.489;-49.003;645.25;-11.4919;-49.0039;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;646.37;-11.5016;-49.0072;646.61;-11.5037;-49.0079;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;647.36;-11.5101;-49.01;647.62;-11.5124;-49.0108;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;647.9;-11.5148;-49.0116;648.4;-11.5191;-49.013;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;649.78;-11.531;-49.017;650.09;-11.5337;-49.0179;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;651.09;-11.5423;-49.0208;651.98;-11.5499;-49.0234;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;652.32;-11.5528;-49.0243;652.95;-11.5583;-49.0262;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;653.6;-11.5639;-49.028;654.53;-11.5721;-49.0308;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;655.68;-11.5818;-49.034;656.4;-11.5879;-49.0361;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;657.9;-11.601;-49.0404;658.22;-11.6038;-49.0414;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;659.65;-11.616;-49.0455;659.89;-11.6181;-49.0462;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;661.21;-11.6295;-49.05;664.07;-11.6541;-49.0582;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;666.51;-11.6751;-49.0653;666.87;-11.6782;-49.0663;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;667.43;-11.683;-49.0679;668.4;-11.6914;-49.0705;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;669.48;-11.701;-49.0727;671.1;-11.7153;-49.076;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;674.32;-11.7435;-49.0834;674.59;-11.7455;-49.0849;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;675.5;-11.7521;-49.0899;676.27;-11.7577;-49.0943;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;677.2;-11.7644;-49.0995;678.46;-11.7734;-49.1065;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;679.6;-11.7816;-49.1129;680.2;-11.786;-49.116;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;680.62;-11.7895;-49.1177;682.24;-11.8028;-49.124;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;685.7;-11.8313;-49.1376;686.11;-11.8346;-49.1392;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;686.9;-11.8412;-49.1423;687.51;-11.8462;-49.1447;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;690.29;-11.8689;-49.1556;690.78;-11.873;-49.1575;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;691.9;-11.8822;-49.1619;693.4;-11.8946;-49.1678;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;693.72;-11.8972;-49.1691;695.1;-11.9086;-49.1745;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;695.44;-11.9114;-49.1758;696.36;-11.9189;-49.1794;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;697.77;-11.9305;-49.185;698.09;-11.9331;-49.1862;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;698.42;-11.9358;-49.1875;698.75;-11.9385;-49.1888;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;699.14;-11.9418;-49.1904;699.5;-11.9448;-49.1918;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;700.9;-11.9563;-49.1973;704.66;-11.9891;-49.2019;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;706.37;-12.0045;-49.2009;707.75;-12.0171;-49.2002;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;708.1;-12.0203;-49.2;708.94;-12.0279;-49.1995;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;709.4;-12.0321;-49.1993;710.14;-12.0388;-49.1993;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;711.84;-12.054;-49.2018;712.39;-12.059;-49.2027;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;712.81;-12.0631;-49.2034;716.22;-12.0906;-49.1947;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;717.61;-12.1012;-49.1877;718.19;-12.1056;-49.1847;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;719.59;-12.1162;-49.1777;724.69;-12.1597;-49.1621;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;725.9;-12.1702;-49.1589;727.44;-12.1837;-49.1554;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;729.9;-12.2061;-49.1566;730.24;-12.2092;-49.1567;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;731.73;-12.2227;-49.1574;732.58;-12.2304;-49.1578;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;733.36;-12.2374;-49.1582;734.34;-12.2463;-49.1587;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;735.26;-12.2547;-49.1591;735.98;-12.2613;-49.1594;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;736.78;-12.2685;-49.1598;738.97;-12.2882;-49.1594;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;740.33;-12.2999;-49.1558;741.61;-12.3111;-49.1523;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;742.87;-12.322;-49.1489;743.5;-12.3276;-49.1479;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;745.3;-12.3435;-49.1516;746.11;-12.3507;-49.1518;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;746.56;-12.3544;-49.1501;747.12;-12.3591;-49.148;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;747.46;-12.362;-49.1467;747.99;-12.3664;-49.1447;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;748.31;-12.369;-49.1435;749.49;-12.3787;-49.139;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;750.31;-12.3856;-49.1359;753.32;-12.4113;-49.1272;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;754.9;-12.4254;-49.1246;755.4;-12.4298;-49.1238;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;755.72;-12.4326;-49.1233;756.06;-12.4358;-49.1227;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;757.76;-12.4509;-49.1199;758.08;-12.4537;-49.1194;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;758.5;-12.4575;-49.1187;759.96;-12.4706;-49.1186;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;762.37;-12.4923;-49.1168;762.89;-12.497;-49.116;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;763.3;-12.5005;-49.1147;763.96;-12.5061;-49.1124;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;769.08;-12.5493;-49.0949;769.7;-12.5543;-49.0925;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;771.62;-12.5677;-49.0812;773.29;-12.581;-49.075;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;774.68;-12.5935;-49.0738;775.36;-12.5997;-49.0732;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;775.7;-12.6027;-49.0728;776.68;-12.6116;-49.072;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;777.1;-12.6154;-49.0716;778.86;-12.6313;-49.07;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;779.7;-12.6389;-49.0692;780.03;-12.6418;-49.069;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;781.42;-12.6544;-49.0677;783.82;-12.6759;-49.0676;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;784.18;-12.6791;-49.0683;784.3;-12.6802;-49.0685;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;785.27;-12.6888;-49.0704;786.18;-12.6969;-49.0721;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;786.86;-12.7029;-49.0734;787.21;-12.706;-49.0741;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;788.12;-12.7141;-49.0758;789.62;-12.7274;-49.0787;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;790.82;-12.738;-49.081;793.64;-12.7631;-49.0865;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;796.08;-12.7847;-49.0912;798.37;-12.8049;-49.0956;153
ECOVIAS DO ARAGUAIA;2021;TO;Principal;Crescente;Sul;Ativo;;799.81;-12.8178;-49.0985;801.53;-12.833;-49.1018;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;0.09;-12.8363;-49.1025;1.51;-12.8489;-49.1053;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;1.77;-12.8513;-49.1058;2.03;-12.8536;-49.1063;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;2.04;-12.8536;-49.1063;2.57;-12.8584;-49.1061;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;3.77;-12.8693;-49.1052;4.77;-12.8781;-49.1061;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;5.6;-12.8851;-49.109;5.84;-12.8872;-49.1099;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;7.29;-12.8994;-49.1149;7.88;-12.9043;-49.1169;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;8.49;-12.9094;-49.119;9.29;-12.9161;-49.1218;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;9.9;-12.9212;-49.1239;10.29;-12.9245;-49.1253;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;10.86;-12.9293;-49.1273;11.15;-12.9317;-49.1283;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;14.26;-12.9579;-49.1391;14.54;-12.9602;-49.14;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;15.11;-12.965;-49.142;15.36;-12.9671;-49.1429;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;17.29;-12.9833;-49.1496;17.55;-12.9855;-49.1505;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;18.98;-12.9975;-49.1554;19.23;-12.9996;-49.1563;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;21.06;-13.015;-49.1627;21.36;-13.0175;-49.1637;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;21.6;-13.0195;-49.1645;21.94;-13.0223;-49.1657;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;22.21;-13.0246;-49.1666;22.49;-13.027;-49.1676;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;26.83;-13.0634;-49.1826;28.32;-13.0763;-49.1879;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;29.24;-13.0839;-49.1911;31.31;-13.1012;-49.1983;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;31.53;-13.103;-49.1991;33.05;-13.1161;-49.2015;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;34.75;-13.1298;-49.1944;34.16;-13.1251;-49.1969;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;36.51;-13.144;-49.187;35.9;-13.1391;-49.1895;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;37.68;-13.1535;-49.1821;37.44;-13.1515;-49.1831;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;38.23;-13.1579;-49.1797;37.92;-13.1554;-49.1811;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;39.41;-13.1674;-49.1748;38.79;-13.1624;-49.1774;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;39.68;-13.1696;-49.1737;39.95;-13.1718;-49.1725;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;45.23;-13.2147;-49.1509;42.9;-13.1956;-49.1601;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;46.05;-13.2217;-49.1484;45.74;-13.2191;-49.1493;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;46.35;-13.2243;-49.1475;47.37;-13.2331;-49.1445;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;47.65;-13.2355;-49.1437;48.82;-13.2454;-49.1402;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;49.06;-13.2475;-49.1395;50.58;-13.2606;-49.135;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;51.5;-13.2685;-49.1323;51.1;-13.2651;-49.1335;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;51.8;-13.2711;-49.1314;52.15;-13.2741;-49.1304;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;52.69;-13.2787;-49.1288;52.4;-13.2762;-49.1296;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;54.29;-13.2925;-49.124;53.9;-13.2891;-49.1252;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;54.57;-13.2949;-49.1232;54.91;-13.2978;-49.1222;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;55.31;-13.3012;-49.121;55.8;-13.3054;-49.1196;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;56.1;-13.308;-49.1187;57.51;-13.3206;-49.1186;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;60.64;-13.3487;-49.1225;60.39;-13.3465;-49.1222;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;62.08;-13.3616;-49.1245;61.67;-13.3581;-49.1239;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;62.43;-13.3648;-49.1249;62.86;-13.3686;-49.1255;153
ECOVIAS DO ARAGUAIA;2021;GO;Principal;Crescente;Sul;Ativo;;65.07;-13.3885;-49.1285;63.84;-13.3775;-49.1268;153
